"","logFC","AveExpr","t","P.Value","adj.P.Val","B","type"
"PF3D7_0308200",-2.30958487297517,20.5788946096635,-21.0859418193629,0.00000552802330278995,0.0000212823053580983,5.10868076507323,"Down"
"PF3D7_1410600",-2.31156090789771,20.3536893014068,-9.30051009642501,0.000274314649119405,0.000438566265185634,0.83106084062528,"Down"
"PF3D7_0923900",-2.3132210786519,20.9592034715927,-15.6793999454332,0.0000230575522529253,0.0000558348439528949,3.61109518753708,"Down"
"PF3D7_1105400",-2.31341551020524,20.890988630395,-22.457948157902,0.00000407450244415668,0.0000173356751187134,5.41284283173142,"Down"
"PF3D7_1457000",-2.32072549283145,18.6440202595012,-23.3294262178004,0.00000338835232238027,0.0000155420392419508,5.59347043161957,"Down"
"PF3D7_0317800",-2.32129835062032,16.6036685869586,-25.3473993536308,0.00000226629491188681,0.0000118180030889268,5.9783259094839,"Down"
"PF3D7_0904600",-2.32467703945806,14.9233027215657,-20.8207792393319,0.0000058769310938244,0.000022131567908741,5.04690026923595,"Down"
"PF3D7_1129900",-2.32718111511952,19.8015796476395,-9.36528426310513,0.000265583865076867,0.000426856326835812,0.868242758082545,"Down"
"PF3D7_1321700",-2.33116982253003,14.4683698437695,-4.9331496492133,0.00463834538420541,0.0061969383306222,-2.44563525934778,"Down"
"PF3D7_0212300",-2.33367959867209,17.098065454032,-5.91415015371596,0.00213460938264892,0.00294256145783776,-1.54553239971161,"Down"
"PF3D7_0936000",-2.33608330279113,17.2731027159578,-10.5901405539611,0.000149304411451519,0.000253150217181766,1.52756385349501,"Down"
"PF3D7_1247400",-2.34063780494755,19.8241141248899,-26.5745758181389,0.00000180171477698318,0.0000107334779106351,6.19186357180302,"Down"
"PF3D7_0716800",-2.34170644323298,19.9391526451653,-24.1665434156098,0.00000285619236679229,0.0000136512501310466,5.75852896379114,"Down"
"PF3D7_1212400",-2.34489768557549,17.0414433542644,-8.47595456691261,0.000421939001025098,0.000647850692130441,0.33482293791608,"Down"
"PF3D7_1037300",-2.34594505516164,22.1659650985301,-15.2081527524376,0.000026693608722009,0.0000623993087070326,3.45191917139088,"Down"
"PF3D7_1437900",-2.34944113271246,21.5861992836532,-15.9938168083638,0.0000209605452089627,0.0000515103276997584,3.71426516408204,"Down"
"PF3D7_0707700",-2.35084947980586,17.7668754663404,-14.0781527296786,0.0000386357127961949,0.0000838565351631357,3.04628389279756,"Down"
"PF3D7_1419600",-2.35983232194654,16.079616648556,-13.0232325807681,0.0000560367460423765,0.000114014429657171,2.63358306411763,"Down"
"PF3D7_1473200",-2.3643382923353,20.001320708926,-18.9900979224941,0.0000091676033860712,0.0000286842023471403,4.59101286634269,"Down"
"PF3D7_0528200",-2.36528507043593,19.9459348041706,-23.374634346177,0.00000335671791608973,0.0000154358164777763,5.60259056594247,"Down"
"PF3D7_1421200",-2.36621199965572,20.0441490194844,-21.4229636134979,0.0000051198269391994,0.0000201365115686439,5.18576121235207,"Down"
"PF3D7_0415900",-2.36963509090936,19.3511126682844,-15.1986839321047,0.0000267734596886341,0.0000625057308884649,3.44866322871146,"Down"
"PF3D7_1426000",-2.36990967305449,20.4785494083853,-15.3556930922527,0.0000254855899028706,0.0000605865002782342,3.50235548228613,"Down"
"PF3D7_0605800",-2.37019190402805,13.2010883927987,-16.2855405990957,0.0000192167335830781,0.0000479640466424925,3.80790473369706,"Down"
"PF3D7_0613300",-2.37088097120861,19.3349726817073,-11.8225805200524,0.0000887481606830585,0.000164572709372556,2.11758106260915,"Down"
"PF3D7_0210200",-2.37178177198267,15.5329932048765,-28.6666802102509,0.00000124704157234742,0.00000890534393429278,6.52458849064629,"Down"
"PF3D7_0710100",-2.37481863694572,16.1551538971753,-9.62230037789259,0.00023405744361367,0.000379535712217715,1.01335900681724,"Down"
"PF3D7_0934800",-2.37626670480483,20.4751222711032,-25.025910184484,0.00000241104145761807,0.0000122597332189059,5.91993207962418,"Down"
"PF3D7_1023900",-2.38419763595894,19.4907391078674,-19.21450379112,0.00000866219310633483,0.0000277708690961896,4.64981555525227,"Down"
"PF3D7_0522100",-2.38520522877138,15.3486635577902,-12.5132659643851,0.0000677739560889279,0.000131940705295465,2.42086819542652,"Down"
"PF3D7_0524000",-2.38878981399643,23.1420361222527,-26.9306846796971,0.00000168898143283288,0.0000103720419857557,6.2511799531696,"Down"
"PF3D7_0214000",-2.39038294125088,20.773952475118,-15.5403801761687,0.0000240646521002459,0.0000576600912344287,3.56471445020938,"Down"
"PF3D7_1470900",-2.39519807086603,20.2868902251502,-9.81493965099195,0.000213334535433122,0.000349040601099475,1.11966812999351,"Down"
"PF3D7_1351400",-2.40442315618076,19.8932484133624,-17.3805722234082,0.0000140507521684601,0.0000377677353921482,4.14257164974611,"Down"
"PF3D7_1252800",-2.40458611737185,14.6520326158918,-12.6378470540783,0.0000646540130133568,0.000127143582826482,2.47367947174139,"Down"
"PF3D7_1025000",-2.40485758900666,19.9144233159559,-21.2252189060737,0.00000535475249576389,0.0000208354792623633,5.14072836887433,"Down"
"PF3D7_0406200",-2.40614975845398,19.6063438932109,-20.0387922824382,0.00000707159732652482,0.000024450709443667,4.85863978643721,"Down"
"PF3D7_0424600",-2.41144037919362,22.1613626594644,-23.1989106526006,0.00000348171419429811,0.0000157716456413355,5.56700510374283,"Down"
"PF3D7_1241700",-2.41152733279668,19.1478484097114,-17.7914179600799,0.0000125550998161406,0.0000353913881814118,4.26170568126137,"Down"
"PF3D7_0621200",-2.41547073699622,22.4040059171503,-21.4505101515635,0.00000508809367211614,0.0000200550185647695,5.19199131268647,"Down"
"PF3D7_1414500",-2.41565842314047,16.386093819925,-21.6022577457506,0.00000491746400266347,0.0000195945338049238,5.22612445959516,"Down"
"PF3D7_0629900",-2.42270040828845,15.1356593572071,-9.02557126128085,0.000315413341308725,0.000496428430875702,0.670414099418103,"Down"
"PF3D7_1463300",-2.42324505309838,16.8104826027782,-12.6673338741752,0.0000639409594602663,0.000126013514260979,2.48609784569568,"Down"
"PF3D7_0811500",-2.42600078607652,13.5279790960456,-3.0294155419828,0.0300017615129296,0.0360139800362853,-4.57796140983314,"Down"
"PF3D7_0304200",-2.42990837034157,18.7656950030801,-2.97608685097876,0.0318663425281513,0.0381015165750253,-4.64532836851077,"Down"
"PF3D7_0103200",-2.43022893917334,18.6743923049848,-16.8661817926554,0.0000162370619721449,0.0000420593027756413,3.98856800347496,"Down"
"PF3D7_1306600",-2.4373109302412,19.4519788340975,-16.1367384994927,0.0000200834695107867,0.0000497578203797858,3.76038758788277,"Down"
"PF3D7_0817600",-2.43801561089542,16.9351685376792,-7.51968489793886,0.000730417183249283,0.00107178863069858,-0.300279373738769,"Down"
"PF3D7_1452700",-2.44587035521661,13.2453343874441,-14.0008376733176,0.0000396665285663927,0.0000852806948281005,3.0172089924638,"Down"
"PF3D7_1454700",-2.45797543154998,20.9095029507166,-15.4647894162274,0.000024634421169367,0.0000587932908904552,3.53929473487802,"Down"
"PF3D7_1138600",-2.45836067980014,13.2873660476435,-5.56013885667475,0.00279037446881231,0.00379766211338357,-1.8565809448307,"Down"
"PF3D7_1132000",-2.4628071605505,15.9436056395645,-8.33462038309141,0.000455962952622279,0.000696567564366753,0.245226838442328,"Down"
"PF3D7_1246800",-2.4635282751449,20.8202055770362,-24.3510809870955,0.00000275277887050125,0.0000133319423488904,5.79385682564852,"Down"
"PF3D7_0721600",-2.47084013170066,20.7500683612979,-30.9185274977886,0.000000863558904622989,0.00000741764511942671,6.84400479365567,"Down"
"PF3D7_1128100",-2.47165248113251,17.4977486460828,-23.9567696551449,0.0000029794831228105,0.0000141277756862895,5.71791324433613,"Down"
"PF3D7_0106200",-2.47356307721839,15.18118989972,-20.7234057821073,0.00000601166916271169,0.0000223870133850674,5.02395700375384,"Down"
"PF3D7_0518300",-2.47488937886393,20.5612465699625,-18.2900086841137,0.0000109889814588054,0.0000329001369120031,4.40188788006274,"Down"
"PF3D7_1251100",-2.47660073223602,15.7474211654872,-7.31321235077312,0.000828855003640884,0.00120554709395371,-0.446904795200526,"Down"
"PF3D7_1209400",-2.47692893550027,16.7413833795164,-10.34803093664,0.000166463822338147,0.000276831616874672,1.40346047618095,"Down"
"PF3D7_0528100",-2.47852593339541,19.5921311540394,-14.4208248451852,0.0000344366420585437,0.0000764745429129367,3.17304572705673,"Down"
"PF3D7_1410000",-2.47886303340555,18.9736779392703,-14.497254854037,0.0000335761953822259,0.0000749292301360702,3.20086037342022,"Down"
"PF3D7_0617200",-2.48590337776427,20.408511002443,-20.3528271935826,0.00000655964095746031,0.000023534357639542,4.93535489717924,"Down"
"PF3D7_1403700",-2.48776646142109,15.4318624121555,-26.0871541128018,0.0000019710744702714,0.0000110516303018018,6.10877808148059,"Down"
"PF3D7_0412000",-2.48792476461488,19.2275794655322,-20.8334720504017,0.00000585963658330619,0.000022131567908741,5.04988075470722,"Down"
"PF3D7_0422400",-2.48878383710887,20.8479884874718,-19.914934552234,0.00000728665078968318,0.0000249865096609855,4.82796084926566,"Down"
"PF3D7_0507700",-2.49230428231618,19.2338129152584,-20.8168437736953,0.00000588230580331173,0.000022131567908741,5.04597567871446,"Down"
"PF3D7_1429800",-2.49388509922166,20.6739523446728,-4.29258447953215,0.00819681826774952,0.0106465093192381,-3.10283101214148,"Down"
"PF3D7_0801000",-2.49533369629427,16.4204324657102,-4.53071198647752,0.00659102331788482,0.00861611878095352,-2.85162913240032,"Down"
"PF3D7_1211700",-2.49707427906242,19.1487713781075,-20.7728146377498,0.00000594284182771914,0.0000222215913106295,5.03561613891802,"Down"
"PF3D7_1321500",-2.49889780330232,16.9203754195143,-14.5984408514651,0.000032476412685598,0.0000732832063202899,3.23743249639719,"Down"
"PF3D7_0814000",-2.50030300389421,19.2950737047266,-24.6596138389928,0.00000258975704939311,0.0000129204043477941,5.85209774188552,"Down"
"PF3D7_0213100",-2.50319304922322,19.9025526747527,-23.6089499555076,0.00000319833667186965,0.0000148197737391212,5.64947770759797,"Down"
"PF3D7_0606900",-2.50609332769914,18.1705404077936,-21.8244133173803,0.00000467990741025567,0.000018782240819945,5.27553018843984,"Down"
"PF3D7_0422100",-2.5115477418583,19.1161261385238,-1.37749042607368,0.228155156726359,0.24183384190844,-6.71392573094907,"Stable"
"PF3D7_1440100",-2.51235272848528,21.0365339555741,-17.1061963629467,0.0000151695575077491,0.0000398036948438201,4.0611125186479,"Down"
"PF3D7_0627800",-2.51362081545217,17.6136152648114,-10.6236790121412,0.000147098040431232,0.000249874563083277,1.54452980895133,"Down"
"PF3D7_1442900",-2.51416051998829,18.0590792991628,-12.7141875004204,0.0000628272422756985,0.000124586328979612,2.50576674167565,"Down"
"PF3D7_1346100",-2.5162205333789,20.9298294637327,-11.1419270379712,0.000117500654397309,0.000207736593842233,1.79999956715099,"Down"
"PF3D7_0106300",-2.51680727322366,21.5858936585779,-29.7432509228405,0.00000104253658802943,0.00000818301347759309,6.68194638300276,"Down"
"PF3D7_0212100",-2.51892634280805,18.4599525017139,-14.3589642737356,0.0000351525094345138,0.0000776853394177788,3.15041220458244,"Down"
"PF3D7_0708400",-2.5206297197211,26.0782792529257,-29.4359638554197,0.00000109649536357124,0.00000829133779828898,6.63792950768735,"Down"
"PF3D7_1305000",-2.52222634767089,14.3270542534015,-5.18200624218815,0.0037705090751006,0.00508599779685793,-2.20573019257661,"Down"
"PF3D7_1142600",-2.523924526075,19.4193979525635,-23.8453526728326,0.00000304756872992825,0.0000143401102253213,5.6961408470723,"Down"
"PF3D7_0629100",-2.52886660944058,18.6235117419377,-14.6684598094494,0.000031740659043518,0.0000719797510812532,3.26257349940777,"Down"
"PF3D7_1338300",-2.53230870448881,22.2099978739516,-25.1484738448361,0.00000235458232934821,0.0000121121311348675,5.94231841677546,"Down"
"PF3D7_1223200",-2.53307920238821,15.4140754632215,-17.562154473038,0.000013364694927646,0.0000367032129928181,4.19563913891773,"Down"
"PF3D7_1218600",-2.53615249820008,17.028609939354,-9.13508943156147,0.000298215717441092,0.000473453200924349,0.734960936174907,"Down"
"PF3D7_1359400",-2.54448180908678,19.3929062830283,-19.9257654595965,0.00000726753420121116,0.000024970150529067,4.83065325859198,"Down"
"PF3D7_1036900",-2.54488586313105,17.9603062380982,-7.93295702376787,0.00057211871094141,0.000849778281096499,-0.0172754344813537,"Down"
"PF3D7_1219100",-2.54531153042927,21.739425799272,-30.2474139060371,0.000000960762623348972,0.00000802919785708764,6.75266501523136,"Down"
"PF3D7_0919600",-2.55393854577738,14.1718247001588,-11.2026811155098,0.000114520025982435,0.000203502534778429,1.8291503972804,"Down"
"PF3D7_0715200",-2.55529185285507,16.1992513554607,-13.0499660887691,0.0000554917856461568,0.000113158501300842,2.64448569118911,"Down"
"PF3D7_1334200",-2.5603211496935,19.1989321460679,-22.8640727269896,0.00000373576353062476,0.0000163362714592276,5.49817442122627,"Down"
"PF3D7_0614500",-2.56557913015735,18.0986862154072,-12.6883143158581,0.000063439347859577,0.000125290078670682,2.49491493633849,"Down"
"PF3D7_0217500",-2.56756018239927,21.0762237846437,-11.4048457765673,0.000105233304313337,0.000189544853763191,1.92499407975233,"Down"
"PF3D7_1342400",-2.57183207079288,19.1854598791799,-17.2167401511525,0.0000147063659012699,0.0000388683487753447,4.0941181927528,"Down"
"PF3D7_1129400",-2.57202087134903,15.9277939088212,-10.7675489362592,0.000138065237962457,0.000235850655093465,1.61669952885257,"Down"
"PF3D7_1102500",-2.57382455347406,16.8519623439739,-6.50067285737605,0.00140678967191026,0.00198278946791685,-1.06113278704939,"Down"
"PF3D7_0317200",-2.57642325303371,17.238604743177,-11.90323011589,0.0000859325692763022,0.000160003280830415,2.15394460835915,"Down"
"PF3D7_1033900",-2.57787522124453,19.3136222654424,-18.9402464673891,0.00000928464885289148,0.0000288847254831525,4.57783254512971,"Down"
"PF3D7_1117900",-2.58044589826962,15.5759423440659,-17.4851071239767,0.0000136507637908042,0.0000371570117534447,4.17320288105645,"Down"
"PF3D7_0110800",-2.58183917686208,9.69612642223486,-0.686199924091215,0.523806906047984,0.538899647408689,-7.40698211701449,"Stable"
"PF3D7_1437000",-2.58543307392236,18.3641625475094,-11.5511806492146,0.0000990710950425759,0.000180360187407444,1.9932807414444,"Down"
"PF3D7_1453800",-2.58554856186549,18.9734672948205,-4.76580552743896,0.00535445332019885,0.00708608975005967,-2.61169139094814,"Down"
"PF3D7_1341200",-2.58567196141379,20.2536163363094,-15.2891955122804,0.0000260217443753206,0.0000615397357239724,3.47969225336792,"Down"
"PF3D7_1218500",-2.58591435253566,20.0850281233161,-17.2301764385323,0.0000146512324419404,0.0000388683487753447,4.09811269932957,"Down"
"PF3D7_1330400",-2.58858050250954,20.4167403685898,-25.8687036285547,0.0000020531646579631,0.0000112276661926451,6.0708111797124,"Down"
"PF3D7_0306900",-2.59186594089229,20.3952745097627,-20.4885156473035,0.00000635229221442498,0.0000231814110670699,4.96803550870731,"Down"
"PF3D7_1122300",-2.59404751095265,16.0804883455548,-16.2351023786121,0.0000195053938779388,0.0000485236642783149,3.79185521064002,"Down"
"PF3D7_1145100",-2.59531675680897,19.2506287789137,-11.2499951684535,0.000112261365931989,0.00020002734575553,1.85174018065965,"Down"
"PF3D7_1360900",-2.59654772536722,20.5586019360512,-26.0202566331986,0.0000019957868240988,0.0000111141523140181,6.09719989243215,"Down"
"PF3D7_0505500",-2.59686750296705,19.2536073216642,-20.795835155188,0.00000591109774044758,0.000022194039145062,5.04103613122122,"Down"
"PF3D7_0811400",-2.59712916759373,19.2475425777121,-15.2836310908295,0.0000260672204052579,0.0000615595958561909,3.47779072231985,"Down"
"PF3D7_1104000",-2.5977063830157,19.2646571722963,-11.79141603499,0.0000898656980009408,0.00016613749853778,2.10345992820429,"Down"
"PF3D7_1004000",-2.59968196158515,20.5935742061216,-26.4558698548965,0.00000184129192573333,0.0000107850191647369,6.17183329253428,"Down"
"PF3D7_1250300",-2.60025194201605,15.764989097515,-5.8019994140132,0.00232044834697229,0.00317948565826677,-1.64248079523503,"Down"
"PF3D7_0525100",-2.60039103096679,21.9520899341578,-26.9896565306514,0.0000016711420072394,0.0000103157613396032,6.2608923271296,"Down"
"PF3D7_1115200",-2.60073853990461,16.1646008908457,-19.1289554100401,0.00000885081466301226,0.000028030145219731,4.62750007233235,"Down"
"PF3D7_1416900",-2.60108072856654,18.1822326151798,-12.8287251756454,0.0000602011680783582,0.000120601019879747,2.55352365493198,"Down"
"PF3D7_0610400",-2.60141898971389,20.2982604520162,-7.26432722914734,0.000854424286177744,0.00124075488447342,-0.482153437513417,"Down"
"PF3D7_0920500",-2.60290691323194,13.5259232716676,-10.8410543406029,0.00013370711219373,0.000230350663486076,1.65319581256707,"Down"
"PF3D7_1229500",-2.60492186990346,20.9761433672518,-11.0924004595559,0.000119999420510509,0.000210519214595026,1.77611496489349,"Down"
"PF3D7_0729100",-2.60963315701213,17.3520198429979,-13.4773617527687,0.0000475858630874456,0.0000992598587425411,2.81557135957627,"Down"
"PF3D7_0826700",-2.61069443904656,22.3691775790587,-15.731234509104,0.000022695057434887,0.0000551771690105864,3.62826749837318,"Down"
"PF3D7_0506000",-2.61124269825557,15.6221103746372,-11.6803901659667,0.0000939865434426683,0.000173053079483417,2.05283359535529,"Down"
"PF3D7_1008400",-2.61666970003718,21.5341660283101,-12.8912807239985,0.0000588225486811924,0.000118490996845632,2.57941340126438,"Down"
"PF3D7_0915400",-2.61713035777851,22.9066428157494,-24.5276417726162,0.0000026580255309158,0.000013028316880807,5.82731085002003,"Down"
"PF3D7_1332900",-2.6184175965978,20.8076751249604,-23.0487524346607,0.00000359298521153757,0.0000160363384073772,5.53630541696732,"Down"
"PF3D7_1408100",-2.61866532980441,19.7750216521286,-11.6495992364941,0.0000951692517940343,0.000174524881688758,2.03870443631943,"Down"
"PF3D7_0922500",-2.63206577629492,24.2167083966194,-31.9853138607273,0.000000732266875428548,0.0000069862069671914,6.98293807887267,"Down"
"PF3D7_1140400",-2.6362725933211,20.1871252496139,-8.26957058748727,0.000472717657517876,0.000719146912564788,0.203515084438273,"Down"
"PF3D7_0707400",-2.63712999290938,18.953321942054,-13.8866764056393,0.0000412496569978496,0.0000880605221489849,2.97395127472512,"Down"
"PF3D7_1211900",-2.63970496678972,21.8956401423919,-19.5441245558376,0.00000797917708477903,0.0000264183299479684,4.73465028240969,"Down"
"PF3D7_1017900",-2.64466352935409,19.7724421740912,-8.92943445185823,0.000331493933579969,0.000518154895321136,0.613134446789935,"Down"
"PF3D7_1325100",-2.64685614604341,21.4466187091623,-28.4615632379154,0.00000129130729304261,0.00000914969097521631,6.49358614205118,"Down"
"PF3D7_1016400",-2.64845036875718,16.5421347994514,-9.01014649584926,0.000317929583763741,0.000499525256284532,0.661263099312064,"Down"
"PF3D7_1123900",-2.64905098267721,19.4382253091348,-28.9597474038235,0.00000118692136344029,0.00000857691985247926,6.56830670969262,"Down"
"PF3D7_1134800",-2.65085515749112,17.5393810077046,-5.87285347032509,0.00220091966955873,0.00302938376286201,-1.58106296321689,"Down"
"PF3D7_1350100",-2.65175009303225,20.2874093446931,-18.1132920178071,0.0000115156373953939,0.0000339455637638075,4.35274062233269,"Down"
"PF3D7_0903900",-2.65486309727646,18.2010213084828,-5.53413674206813,0.00284729592917204,0.00387223740628998,-1.88001741635452,"Down"
"PF3D7_0320700",-2.65950845285006,19.9828704360744,-18.1248797620372,0.000011480186536613,0.0000339455637638075,4.35598121994789,"Down"
"PF3D7_1413900",-2.66087264815828,19.219888631561,-9.88072605918703,0.000206765375771659,0.000338901664518623,1.15550402153102,"Down"
"PF3D7_1312900",-2.66091652746835,20.758869725597,-21.0723778831133,0.00000554525569098905,0.0000213036088887997,5.10554499677567,"Down"
"PF3D7_1126200",-2.66189963249369,21.9426090525335,-17.9397428637757,0.0000120626633601375,0.0000347565031310291,4.30390236412802,"Down"
"PF3D7_0919100",-2.66260256906335,20.5467450370307,-27.250097934179,0.00000159501813637031,0.0000102261620061593,6.30341643185575,"Down"
"PF3D7_0526900",-2.66506593227225,18.9502091806445,-19.5602958221995,0.0000079473678824653,0.0000263609415554997,4.73876603359629,"Down"
"PF3D7_0723800",-2.66850442975987,20.078138021625,-19.7213249261734,0.0000076387966288428,0.0000256839259042765,4.77951724023493,"Down"
"PF3D7_1459400",-2.66965447243766,20.5542256300747,-16.206328435018,0.0000196724025194451,0.0000488057833622744,3.78267318932577,"Down"
"PF3D7_1318800",-2.67161781601393,21.7422060669434,-32.2429517595891,0.000000704250584280963,0.00000691292626957131,7.01538884084594,"Down"
"PF3D7_1357800",-2.67601750044918,20.838503644369,-22.1117556063298,0.00000439278870883814,0.0000180343691699285,5.33845652334281,"Down"
"PF3D7_1460700",-2.67602210578595,19.1373780203938,-25.7488854469233,0.00000209993727837072,0.0000113809100711699,6.04979083677813,"Down"
"PF3D7_0829200",-2.67689602038788,15.8149044819203,-8.99305655907983,0.000320745520778942,0.00050351516667108,0.651106737513228,"Down"
"PF3D7_0107500",-2.67986464677021,19.4139595810563,-20.6658761724353,0.00000609302091421559,0.0000225958991288868,5.01033633556497,"Down"
"PF3D7_0904000",-2.6852280212554,18.395302910514,-15.7430895334996,0.0000226131160794984,0.0000551251464267291,3.63218578691156,"Down"
"PF3D7_0916700",-2.68832132160272,18.1930907979436,-11.1199637908886,0.000118600997818425,0.000208870809504209,1.78942106789994,"Down"
"PF3D7_1365700",-2.68846820060653,18.4188720979569,-22.9724625650741,0.00000365115570158729,0.0000161427474219148,5.52060401814723,"Down"
"PF3D7_0217800",-2.68989261006935,19.5921977614029,-15.8730036391128,0.0000217380434782916,0.000053205614481141,3.67490253814593,"Down"
"PF3D7_0801800",-2.69063382423999,20.5161022416295,-23.7686785177003,0.00000309551235260963,0.0000145281649332529,5.6810761410661,"Down"
"PF3D7_0626100",-2.69070186361783,16.9546218086445,-5.86928276891638,0.00220676663415462,0.00303513749304801,-1.58414427044241,"Down"
"PF3D7_1340900",-2.69517432855198,19.0095631611905,-9.26383623183548,0.000279409908936618,0.000445929398925138,0.809898178478646,"Down"
"PF3D7_1304900",-2.69696324349545,17.3700216280294,-12.0214065586748,0.0000819977622979369,0.000154733601186055,2.20676428889571,"Down"
"PF3D7_1007700",-2.69905944335957,19.5561373940058,-7.20304491093603,0.000887815351366842,0.00128616686940256,-0.526635402396002,"Down"
"PF3D7_1402800",-2.69926726993825,13.9179320755086,-26.1083209485185,0.0000019633321177706,0.0000110516303018018,6.11243260943589,"Down"
"PF3D7_0422500",-2.70962582963686,17.3788399357773,-16.9069537107343,0.0000160495057707439,0.0000416920827511049,4.00097742790756,"Down"
"PF3D7_1364200",-2.71058308228112,13.4903171028086,-9.43040167485961,0.000257139500413594,0.000414015057695096,0.905371792272398,"Down"
"PF3D7_0813000",-2.7133916258593,15.6058882004944,-7.06242991641696,0.000970479157260982,0.00139592618117871,-0.629959353939403,"Down"
"PF3D7_1023000",-2.71436577676812,16.5361758709195,-11.9832757783396,0.0000832432983384339,0.000156113332929236,2.18978132548619,"Down"
"PF3D7_1126000",-2.71444346560717,20.2766343705241,-29.499678576157,0.0000010850360021569,0.00000826715715450924,6.64711407034439,"Down"
"PF3D7_1308300",-2.71562130500524,20.0321994255113,-6.14179801515618,0.00180875162643677,0.00250664894348657,-1.35311316337535,"Down"
"PF3D7_0917000",-2.71631635613967,14.4130239812806,-19.8813481192763,0.00000734631669940956,0.0000250049396441585,4.81959992608897,"Down"
"PF3D7_1030200",-2.71686114101291,15.065185778812,-20.070885894848,0.00000701712398224501,0.0000244324718387537,4.86654994217497,"Down"
"PF3D7_1360200",-2.71954600997258,20.1762482115517,-6.43698691512174,0.0014697152031567,0.00206031669357071,-1.11196789473725,"Down"
"PF3D7_0912400",-2.72192801438212,19.9751138599672,-27.9523532887846,0.00000140964193627809,0.00000950725172578668,6.41514937450424,"Down"
"PF3D7_0416400",-2.72226272474334,15.9414086685189,-10.0057374579322,0.000194936608699858,0.000321808042457171,1.22295788305416,"Down"
"PF3D7_0512000",-2.7228391541072,17.7872217584093,-8.00366593835632,0.000549315331500701,0.00082059328848464,0.0298056249766416,"Down"
"PF3D7_1306900",-2.72374610998907,16.5708368032433,-11.4234561110738,0.000104424626061308,0.000188461094209755,1.93372872053567,"Down"
"PF3D7_0322900",-2.72420789618241,21.0845543270347,-24.0386461704471,0.00000293061407435172,0.000013933807387453,5.73382419646718,"Down"
"PF3D7_1234800",-2.7243360078229,19.2283925824263,-15.5361277376158,0.0000240962819491489,0.0000576600912344287,3.56328820893858,"Down"
"PF3D7_1208100",-2.73054422087326,14.4481824899615,-11.2901682743014,0.000110385391085879,0.00019726378524768,1.87084395171713,"Down"
"PF3D7_1424100",-2.73249416338221,21.9570476369262,-24.0671582862153,0.00000291382305878354,0.0000138902402880755,5.73934735325343,"Down"
"PF3D7_0818900",-2.73437361316213,27.7885647862521,-33.1890478010208,0.000000611848673476995,0.000006431694716741,7.13104861568743,"Down"
"PF3D7_0905100",-2.73472753163253,17.9028451781693,-4.56222369137903,0.00640727832749825,0.0083879610599384,-2.8190086559934,"Down"
"PF3D7_0813300",-2.73634220508409,18.7745500705881,-11.9586532517143,0.0000840596486545755,0.000157482119547307,2.17878456278907,"Down"
"PF3D7_0320100",-2.73679048058704,17.531785827609,-8.68471517736318,0.000377057527523711,0.000583862038793093,0.46464327064789,"Down"
"PF3D7_1225200",-2.73846568644549,17.1661141995091,-18.2466566402727,0.0000111154520132733,0.0000331357759307942,4.38988494122384,"Down"
"PF3D7_0806800",-2.73998979206406,20.7018211950292,-14.9897572895716,0.0000286106032642009,0.0000656170132797353,3.37622877681896,"Down"
"PF3D7_0611400",-2.74016605067547,19.6256614792761,-15.6595244167889,0.0000231983902406003,0.0000561012863587426,3.60449324169712,"Down"
"PF3D7_1447700",-2.74678630052719,18.421389399668,-8.96859897990585,0.000324827441960494,0.000509045414638605,0.636539810374414,"Down"
"PF3D7_1030500",-2.74847154061509,19.1125267789248,-16.0413869499276,0.0000206636009026099,0.0000508492124914225,3.72966961023927,"Down"
"PF3D7_1367700",-2.74959115453181,16.5979941975626,-20.3098780354206,0.00000662696233507097,0.000023615848164705,4.92495240311793,"Down"
"PF3D7_1420200",-2.75169242575168,16.5296351061667,-22.3221470192927,0.00000419593709952102,0.0000176685059739505,5.38384669922633,"Down"
"PF3D7_1209500",-2.75238509912794,13.9634747133669,-13.1233981143672,0.0000540272819412917,0.000111042528685206,2.67430935684541,"Down"
"PF3D7_0517300",-2.7526635575878,17.2079788458094,-13.8965443717845,0.0000411098544181875,0.0000878967411635055,2.97770591220676,"Down"
"PF3D7_0824400",-2.75379157035821,20.4952870487094,-21.7120729300482,0.00000479826713615159,0.000019161500997658,5.25062974978703,"Down"
"PF3D7_0807300",-2.75499991109504,20.809899766759,-19.181309712973,0.00000873480169454355,0.0000279053927820418,4.64117154798907,"Down"
"PF3D7_0409500",-2.75618947760275,17.2407056409108,-12.7920841213288,0.0000610266802066605,0.000121719150773635,2.53829598487133,"Down"
"PF3D7_0933600",-2.75796845989997,15.9414016086292,-6.26772031270674,0.00165387428168988,0.00230428849805453,-1.24911683998404,"Down"
"PF3D7_1421900",-2.75978230249818,19.5144769433873,-27.4161762698363,0.0000015486515905244,0.0000100717662369462,6.3302223762979,"Down"
"PF3D7_1446500",-2.76244895168839,18.0359288595205,-16.0868836178412,0.0000203843164479374,0.0000503661333130177,3.74435301609882,"Down"
"PF3D7_0312300",-2.76692260921637,18.9654458469151,-31.4475306792439,0.000000795196174102982,0.00000727664438714337,6.91383502364047,"Down"
"PF3D7_0729200",-2.76722891576629,17.2752075156177,-14.697404689363,0.0000314423660014695,0.0000713922050980997,3.27292703481336,"Down"
"PF3D7_1366600",-2.76908732205944,15.7802355969738,-8.49887134324359,0.000416711814918045,0.00064036473836773,0.349219361315381,"Down"
