"","logFC","AveExpr","t","P.Value","adj.P.Val","B","type"
"PF3D7_1131100",-3.33367189908672,19.1304630838874,-20.4755716928977,0.00000637172864422998,0.0000232058357222856,4.96492993963438,"Down"
"PF3D7_0501600",-3.33953194147328,23.15805426112,-30.9956621351431,0.000000853162341186114,0.00000741764511942671,6.85430390765356,"Down"
"PF3D7_0504800",-3.33964215059974,15.9259704618408,-13.2146779661068,0.0000522709499676068,0.000107797734870908,2.71113073052609,"Down"
"PF3D7_1214400",-3.34432816488577,15.2885428656526,-19.8879863357435,0.00000733447753046767,0.0000250049396441585,4.82125384552882,"Down"
"PF3D7_0106900",-3.35325422325835,13.7708982027986,-11.4357036123342,0.000103896495039741,0.000187693965741437,1.93946898028003,"Down"
"PF3D7_0731300",-3.35461784047561,17.3453423436311,-16.6601601740384,0.0000172260799747841,0.0000439953599355987,3.92531537477124,"Down"
"PF3D7_1314500",-3.3610303380435,19.0909898027619,-20.5988110183549,0.00000618953467157596,0.0000227955176749977,4.99439624971647,"Down"
"PF3D7_0925900",-3.37112730512694,19.8756848654075,-8.70669879131469,0.000372671022546866,0.000577560793240718,0.478143100055332,"Down"
"PF3D7_1341900",-3.3711552819481,17.2971912511764,-24.3215071225557,0.00000276904485330349,0.0000133485606731077,5.78822026642574,"Down"
"PF3D7_1447800",-3.37705244289835,17.9706994788318,-16.4549335113411,0.0000182841438829487,0.0000461155484914814,3.86138318311756,"Down"
"PF3D7_1459000",-3.38722184868885,19.2440024889203,-33.7155662397139,0.000000566753749972152,0.00000637073196727956,7.19311412545896,"Down"
"PF3D7_1311900",-3.39024886191051,21.5728565991551,-29.7605712136331,0.00000103959150235559,0.00000818301347759309,6.68440656965238,"Down"
"PF3D7_1237500",-3.39046153502021,16.2358424011445,-7.32773304228164,0.000821435987905279,0.00119571137807795,-0.436474454803525,"Down"
"PF3D7_1117100",-3.39371253222297,19.4755069332489,-26.4540033155121,0.00000184192254817857,0.0000107850191647369,6.17151729452046,"Down"
"PF3D7_1226600",-3.39389803508557,19.7357242449781,-35.6376828176752,0.000000432754036580523,0.00000557419832783564,7.40667144253008,"Down"
"PF3D7_0520900",-3.39545904357227,23.0141431983294,-35.9258492652461,0.000000416121760338785,0.00000550430422050558,7.4370224413736,"Down"
"PF3D7_1323700",-3.4015371030887,18.8442319175038,-12.3692745462873,0.000071607952122194,0.000138286102690809,2.35912607653236,"Down"
"PF3D7_0914100",-3.40334711682378,5.87966447520449,-0.903786162122183,0.408487699574872,0.423367160458647,-7.22323240305957,"Stable"
"PF3D7_1343700",-3.40510151800069,18.9895265263269,-22.3163217846732,0.00000420124277140063,0.0000176685059739505,5.38259763437122,"Down"
"PF3D7_1334500",-3.40827050334861,17.1694547286798,-10.5034412127127,0.000155194246012283,0.000261191055442115,1.48345336307849,"Down"
"PF3D7_0112000",-3.41019311433554,16.4283467772467,-18.2083359834045,0.0000112287041099608,0.000033356395080324,4.3792459953664,"Down"
"PF3D7_1023200",-3.4108462751199,15.1673875565125,-28.1234759163701,0.00000136847244627093,0.00000936837716037354,6.44174561346007,"Down"
"PF3D7_1321600",-3.41214839003789,17.1315166274458,-13.6046452435278,0.0000454976651790947,0.000095671187403154,2.86538178089849,"Down"
"PF3D7_0609300",-3.41613332374317,14.0127566684543,-22.3513269144186,0.00000416948082132061,0.0000176685059739505,5.39009700326407,"Down"
"PF3D7_1012400",-3.41926251998937,22.7435547277803,-35.8195277530256,0.000000422167230384623,0.0000055306944354705,7.4258726116672,"Down"
"PF3D7_1462800",-3.42076903589658,27.1685316687977,-43.0087585904606,0.00000017326249274985,0.00000416576864058434,8.06885249274261,"Down"
"PF3D7_0624600",-3.42416017517494,20.3946808824192,-33.1411588745947,0.000000616160902583225,0.000006431694716741,7.12532341586536,"Down"
"PF3D7_1116700",-3.42470197786199,20.596517014255,-31.1913869768544,0.000000827450479453708,0.00000738699162307422,6.88025694265488,"Down"
"PF3D7_1127500",-3.4269254717823,18.3854079331878,-6.65779083892476,0.00126471957682873,0.0017894750189628,-0.937465728437587,"Down"
"PF3D7_1446900",-3.42705531548306,16.4172948573187,-9.68525782803989,0.00022703031429221,0.000369126966362602,1.04833001992659,"Down"
"PF3D7_1232100",-3.42771240843729,22.245572062672,-28.027414713216,0.0000013914023058039,0.00000945426715995861,6.42684543734645,"Down"
"PF3D7_1471100",-3.42798152728701,22.0145962467957,-23.5656230212871,0.00000322693353144003,0.0000149143298496251,5.64085594924641,"Down"
"PF3D7_1122600",-3.42938277029332,16.2566489769269,-18.9186177123382,0.00000933598915567827,0.0000289622423381433,4.57210067757786,"Down"
"PF3D7_0110400",-3.43176413238034,13.9578472394331,-11.4800750646903,0.000102009743610443,0.00018501966445679,1.96021220367439,"Down"
"PF3D7_1228900",-3.43231572916561,13.467181522635,-0.994540697281749,0.366661615466752,0.380509755223579,-7.13585852459274,"Stable"
"PF3D7_1323400",-3.43273030747681,18.6209533109069,-12.7528976233305,0.0000619246161108157,0.000122971347805666,2.5219585380995,"Down"
"PF3D7_1448400",-3.43468079418875,17.0094484447032,-17.4156629504294,0.0000139149306852943,0.0000375950872075978,4.15287866324984,"Down"
"PF3D7_1416100",-3.43795494359415,20.7103945926057,-35.9314396224485,0.000000415806785829877,0.00000550430422050558,7.43760713842151,"Down"
"PF3D7_0904400",-3.44141529686483,18.8688106581183,-17.7454211375189,0.0000127126939199859,0.0000357250241177381,4.24853354918339,"Down"
"PF3D7_0811200",-3.44207048062524,21.3511950724678,-26.1277485800483,0.000001956258121294,0.0000110516303018018,6.11578310520019,"Down"
"PF3D7_0704300",-3.44511766321255,19.1589312939476,-12.8700158808933,0.0000592868989937502,0.000119162740692736,2.57062775213152,"Down"
"PF3D7_1217900",-3.44849020172201,18.223700569119,-29.3181328764094,0.00000111807408170748,0.00000830599511418602,6.62086351220998,"Down"
"PF3D7_0103900",-3.4498259026085,19.3107355568384,-26.0236620384677,0.00000199451987014307,0.0000111141523140181,6.09779031193549,"Down"
"PF3D7_1216200",-3.45257947261895,18.4919040296387,-10.8163902169701,0.000135150828950545,0.000232617825632271,1.64097788006003,"Down"
"PF3D7_0207400",-3.45296378281742,18.0953059040293,-16.0539479612008,0.0000205860372876306,0.0000507268929645134,3.73372833382152,"Down"
"PF3D7_0315400",-3.46111213208264,20.4192763867734,-39.4119047269066,0.000000265113178269395,0.00000464202978489008,7.77345452190065,"Down"
"PF3D7_0904800",-3.46152201029768,19.7191746956893,-20.9921406041569,0.00000564852574260335,0.0000215187560194157,5.08694162673621,"Down"
"PF3D7_1464700",-3.4632958281365,20.8878386857728,-35.9079861716569,0.00000041713013862151,0.00000550430422050558,7.43515309382897,"Down"
"PF3D7_0810600",-3.46677239972577,19.0217625126949,-20.3409041375996,0.0000065782471381257,0.000023534357639542,4.93246989268804,"Down"
"PF3D7_0807800",-3.47021507054631,19.0802476776376,-10.5082836479606,0.000154858028854863,0.00026086630022637,1.48592672593191,"Down"
"PF3D7_1422700",-3.47061706618067,15.6827924170229,-14.2875868839158,0.0000360008373236019,0.0000791921615060977,3.12416096342915,"Down"
"PF3D7_1228600",-3.48006563211688,23.0356388834116,-33.5811664153754,0.000000577873124655334,0.000006431694716741,7.17742324498055,"Down"
"PF3D7_1015600",-3.48354712083165,22.1192109576979,-24.3182001408947,0.00000277087091402236,0.0000133485606731077,5.78758938801726,"Down"
"PF3D7_1432100",-3.48488824305822,21.2933068537945,-20.6845521750776,0.00000606646711588092,0.000022544972689835,5.01476340431674,"Down"
"PF3D7_1127000",-3.48853102504349,20.5949480855053,-37.7740729395445,0.000000325969993565146,0.000004969512668987,7.62216833748302,"Down"
"PF3D7_1320000",-3.49287723484376,20.8423420824938,-15.5903314471035,0.0000236968205671701,0.0000570038444555044,3.58143429109639,"Down"
"PF3D7_0312800",-3.49937071273365,18.8751942574446,-11.738481175459,0.0000918028235729696,0.000169374814312439,2.07938466371797,"Down"
"PF3D7_1249100",-3.50258476837291,18.6374313595674,-14.5598428103326,0.0000328907528145837,0.000074034685878068,3.22351548311376,"Down"
"PF3D7_0532100",-3.50399386300761,19.5164856792972,-10.1643095361798,0.000181075971216513,0.000299763039622973,1.30732998961242,"Down"
"PF3D7_1361800",-3.50636233644901,22.7794249930878,-27.8551355044809,0.0000014336951824927,0.00000963379677977566,6.39993111698523,"Down"
"PF3D7_0620400",-3.51019504019979,15.9500282754974,-9.06852965347268,0.000308529916331223,0.000487279252072122,0.695821378187604,"Down"
"PF3D7_1230700",-3.51020823949587,19.2781162056879,-16.6221785594099,0.0000174162321993069,0.0000443565857831298,3.91355347294868,"Down"
"PF3D7_0507500",-3.51618940959179,18.5109743405178,-9.23070909322239,0.000284109902434637,0.000452241374417373,0.790712636771479,"Down"
"PF3D7_1123500",-3.52027878821937,20.8797202645748,-15.3351721648311,0.0000256496175953907,0.0000608969408620685,3.49537367397565,"Down"
"PF3D7_0612900",-3.52158848575149,19.8343037967672,-13.019956875929,0.0000561039617275622,0.000114023788287824,2.63224548283907,"Down"
"PF3D7_1323500",-3.52418017418015,18.7508166544315,-18.060766085734,0.0000116779920194329,0.0000340406208217963,4.33801963045246,"Down"
"PF3D7_0716300",-3.52472299553429,21.0393553621735,-30.2131908517121,0.000000966063309291435,0.00000802919785708764,6.74792249445668,"Down"
"PF3D7_1242800",-3.52588839419596,20.3827900738423,-11.8385472888738,0.0000881820596929893,0.000163756673074099,2.12480078886417,"Down"
"PF3D7_0316600",-3.52719481432,21.493927454602,-27.7874962432014,0.00000145072197108801,0.00000967679380714749,6.38929628681298,"Down"
"PF3D7_1202100",-3.52785853679375,15.9339062938398,-34.8090208498429,0.000000485242984863134,0.00000585183758566733,7.31702658941401,"Down"
"PF3D7_0708800",-3.53485050559716,22.3527699372558,-38.7382654171436,0.000000288327785944989,0.00000481692567161307,7.71260652352733,"Down"
"PF3D7_1117700",-3.54146966521049,22.2516144563594,-37.1314735019846,0.000000354364829976873,0.00000516238684310308,7.55960854157727,"Down"
"PF3D7_0703600",-3.54694235451776,16.0264181345922,-31.3140624287536,0.000000811810130631169,0.00000733453620827551,6.8963928570024,"Down"
"PF3D7_1335100",-3.54766018592508,21.8678262145693,-32.5902385304818,0.000000668499467382577,0.00000683897488822288,7.05847641182116,"Down"
"PF3D7_0529500",-3.55467575110935,15.3671561168296,-7.18055540247814,0.000900456894607975,0.00130344356524731,-0.543042328200739,"Down"
"PF3D7_1225800",-3.56138819598398,21.3910503625387,-19.9001175097582,0.00000731290097428524,0.0000249865096609855,4.82427453568782,"Down"
"PF3D7_0627300",-3.56577303449004,16.4901278840951,-8.32533116854341,0.000458311676245302,0.000699568786624221,0.23928881762048,"Down"
"PF3D7_1237900",-3.56665427197564,16.2118019396619,-5.11263018065912,0.00399168582700402,0.00537240198889455,-2.27178128860348,"Down"
"PF3D7_0929200",-3.57062433400775,20.2245995265219,-39.8049046948977,0.000000252608878729791,0.00000452485681959977,7.80809915832504,"Down"
"PF3D7_1360300",-3.57492573814354,7.0330209737282,-1.01568722805059,0.357438842733767,0.371516057430474,-7.11469499327811,"Stable"
"PF3D7_1472300",-3.57742457768745,10.5550945500629,-0.765851528512625,0.479132492474606,0.494334429912894,-7.34426016694654,"Stable"
"PF3D7_0220000",-3.58101145772891,19.2451323933967,-10.3323399336131,0.000167655253914901,0.00027855859249912,1.39531715311052,"Down"
"PF3D7_1133400",-3.58184846150461,21.387660555234,-27.4963156916932,0.00000152685887433115,0.0000100375812641048,6.34307177102854,"Down"
"PF3D7_1128000",-3.58633241439557,15.4619366234804,-9.04251477572015,0.000312676710880986,0.000492973411700671,0.680448929681377,"Down"
"PF3D7_1252100",-3.59012969811632,23.2946927135459,-44.1004056945041,0.000000153346687621358,0.00000416576864058434,8.14960932203324,"Down"
"PF3D7_0308000",-3.59175247518557,9.78986980762142,-0.752908520268854,0.486200259909181,0.501342397109071,-7.35482607211677,"Stable"
"PF3D7_0108700",-3.59237663973913,21.7009258825868,-38.1551750498592,0.000000310423173084979,0.000004969512668987,7.6583967366633,"Down"
"PF3D7_1434700",-3.59402351737452,16.2726378812674,-23.3144080979876,0.00000339894055431741,0.0000155514340437487,5.59043539757971,"Down"
"PF3D7_1122400",-3.59513228936211,15.3683440410252,-25.4722978353151,0.0000022128961440221,0.0000116883463652246,6.00072967716279,"Down"
"PF3D7_0509000",-3.60191050219248,17.7292815749315,-11.4591408534827,0.000102894740719428,0.000186253800049781,1.95043602561314,"Down"
"PF3D7_0802200",-3.6066560820868,21.1636813011192,-24.722305601252,0.00000255806700866182,0.0000127973626999263,5.86380755571715,"Down"
"PF3D7_0926400",-3.60936283017454,19.3753842403435,-16.9071729979227,0.0000160485040820153,0.0000416920827511049,4.00104407466818,"Down"
"PF3D7_1105000",-3.61020733932429,25.124134319727,-38.0533741126259,0.000000314487003943537,0.000004969512668987,7.64878184120343,"Down"
"PF3D7_0903200",-3.61455311393802,22.521667982485,-40.4290749180461,0.000000234176528560512,0.0000045231977523858,7.86186997809907,"Down"
"PF3D7_1338200",-3.62322555580025,21.2054794294329,-13.7899448543093,0.0000426507487352853,0.0000906266201248011,2.9369895325344,"Down"
"PF3D7_0931000",-3.62655426766952,12.2461983322564,-3.0458907067491,0.0294507766521581,0.035399250352198,-4.5572237380876,"Down"
"PF3D7_1234600",-3.62968987075613,14.4181170058479,-4.00651934145531,0.0107646732847561,0.0138142847438625,-3.41579132134336,"Down"
"PF3D7_0815500",-3.6336517322151,19.1899684435065,-7.97025402446597,0.000559952888696644,0.000833748332229427,0.00760592220784595,"Down"
"PF3D7_0726500",-3.63967193430161,16.6785555055527,-22.7229031425623,0.00000384952424582671,0.0000166331585183201,5.4687455863667,"Down"
"PF3D7_1033200",-3.64346701308291,20.3953800510372,-29.9047125830046,0.00000101546672082025,0.00000818301347759309,6.70479518537243,"Down"
"PF3D7_1343000",-3.6460489526416,23.871495633786,-43.4141515229456,0.000000165522308507007,0.00000416576864058434,8.09929095657298,"Down"
"PF3D7_0204200",-3.64631268198649,19.4674731306227,-33.0810595625958,0.000000621624530558164,0.000006431694716741,7.11811929438252,"Down"
"PF3D7_0719700",-3.65558976873414,20.4228172661915,-4.81752555892272,0.00512012706852246,0.00679078761236665,-2.55995501149178,"Down"
"PF3D7_1414400",-3.65932809475099,19.2066789504672,-43.5855911649167,0.00000016237468163079,0.00000416576864058434,8.11200232438591,"Down"
"PF3D7_0216600",-3.6674445688529,15.5097344032424,-8.07977663984859,0.000525969523669959,0.000788304940413988,0.0800613198345559,"Down"
"PF3D7_0307100",-3.67684413586855,21.1121439511404,-17.8787332121777,0.0000122623516750725,0.0000349448237876479,4.28659720698944,"Down"
"PF3D7_1326800",-3.67836812724681,15.352972549296,-14.4409946016669,0.0000342070252146027,0.0000761595850445852,3.18040196808531,"Down"
"PF3D7_0211800",-3.68166956240524,20.4431814035584,-39.7992374317754,0.000000252784083749968,0.00000452485681959977,7.80760394685485,"Down"
"PF3D7_1015800",-3.69148926622869,19.3492214516892,-17.8233638373339,0.000012447027962354,0.0000351957110550414,4.27082982351835,"Down"
"PF3D7_0818200",-3.69663311976418,23.8592654473468,-36.4418413824308,0.000000388221200900141,0.00000535568793059967,7.49034242105142,"Down"
"PF3D7_1445600",-3.70384064440072,16.4941805479117,-22.270452841529,0.00000424330381760095,0.0000177671597752911,5.37274705857578,"Down"
"PF3D7_0821800",-3.70468964665864,16.9531550430402,-15.7973057526407,0.0000222428754478575,0.000054295276394837,3.65006185831278,"Down"
"PF3D7_0513800",-3.71110515578145,19.8878682414321,-32.2667046598433,0.000000701733162649105,0.00000691292626957131,7.01835965548297,"Down"
"PF3D7_0815600",-3.71605879327232,18.7555665963247,-7.924863346291,0.000574800208444471,0.000852370667408291,-0.0226888837886907,"Down"
"PF3D7_0519200",-3.71757767726934,21.0268761843996,-31.2998333988482,0.000000813605883619798,0.00000733453620827551,6.8945263980646,"Down"
"PF3D7_1012700",-3.71801478903487,14.8603203109693,-13.7728350237795,0.000042904482364596,0.0000910595132703139,2.93042202085383,"Down"
"PF3D7_0803200",-3.72383520487527,19.8679147199529,-18.0657069886874,0.0000116626032293627,0.0000340406208217963,4.33940659451982,"Down"
"PF3D7_1247500",-3.72621224767564,14.1189229464918,-15.2650515680948,0.0000262197573104495,0.0000616079716933271,3.47143580678562,"Down"
"PF3D7_1123400",-3.72970422058282,16.1416892254798,-8.31662505732617,0.000460526077197306,0.000702360122760715,0.233717964101277,"Down"
"PF3D7_1358800",-3.73225420147482,19.0418986670807,-26.9032889132121,0.00000169734679393475,0.0000103720419857557,6.24665741289339,"Down"
"PF3D7_1336800",-3.73242904108654,18.0708880877547,-8.15574070852172,0.000503838489802001,0.000760771053009488,0.129789871066267,"Down"
"PF3D7_1134100",-3.7399038849556,20.5512855045778,-31.8448082936316,0.000000748111124987547,0.0000069862069671914,6.96506351899741,"Down"
"PF3D7_0903700",-3.74235252802735,22.8406497668164,-12.4219168027852,0.0000701768268417948,0.00013609371850789,2.38178680584378,"Down"
"PF3D7_1417700",-3.74478988387871,16.2808806867159,-4.51659033980735,0.0066753564597799,0.00872010338110416,-2.86629434945856,"Down"
"PF3D7_1229800",-3.74712897223313,5.85588156028332,-1.28861724726587,0.255211847236051,0.269414941343101,-6.81825460010965,"Stable"
"PF3D7_1136800",-3.74907084095314,17.4889466100345,-9.90906455779664,0.000204010334221762,0.000335291352543167,1.17086850646982,"Down"
"PF3D7_1117300",-3.74999878282954,20.5032495778707,-9.08185148077355,0.000306431851939673,0.000484385765956722,0.703677059728713,"Down"
"PF3D7_1315900",-3.75212795200052,16.7196895469838,-12.1303132204542,0.0000785614572813515,0.000149176656631221,2.25495946316209,"Down"
"PF3D7_1439800",-3.75440354666999,22.1042798661767,-43.4356399299803,0.000000165123778851482,0.00000416576864058434,8.10088941614109,"Down"
"PF3D7_0929400",-3.75648618868323,26.2866616552475,-45.0015547361126,0.000000138954931573936,0.00000416576864058434,8.21345865724373,"Down"
"PF3D7_0628200",-3.76008048759029,17.5819188380265,-21.5578539696275,0.00000496667075154332,0.0000197429064593048,5.21616919722375,"Down"
"PF3D7_1110100",-3.76988622286019,15.6780167746806,-20.7401803385762,0.00000598819495619102,0.0000223452930639833,5.02791935735027,"Down"
"PF3D7_1119000",-3.77146680895471,20.0754458042239,-6.52791104164632,0.00138085490367835,0.00194925331751804,-1.03951663303023,"Down"
"PF3D7_1431600",-3.77870781267211,18.0690932488299,-25.8251551424326,0.00000207001792203104,0.0000112859360359836,6.0631873888815,"Down"
"PF3D7_0207800",-3.77893753633093,18.7032602454009,-23.6611624079273,0.00000316427923718749,0.0000147369628923745,5.65983886568753,"Down"
"PF3D7_1003600",-3.77925194076797,19.9462782087881,-42.9353291160877,0.000000174710729439921,0.00000416576864058434,8.06328120990062,"Down"
"PF3D7_1367000",-3.77934557166028,20.4433215875794,-19.4433745683791,0.00000818083965312661,0.000026793721238028,4.70891164087951,"Down"
"PF3D7_0207600",-3.77962553214232,24.4563283950638,-37.8670465100192,0.000000322092327113427,0.000004969512668987,7.6310657292026,"Down"
"PF3D7_0911800",-3.78316712122325,16.8747391013937,-8.10799036364104,0.000517617137072529,0.000777426815221146,0.0985807985636358,"Down"
"PF3D7_1238100",-3.79518977287173,18.9960806974567,-31.0743231767563,0.000000842714838878545,0.00000738699162307422,6.8647653280199,"Down"
"PF3D7_0529000",-3.79526331381408,18.314352329025,-43.3482781650026,0.000000166751252439139,0.00000416576864058434,8.09438149514491,"Down"
"PF3D7_0934500",-3.80505294181179,19.0316606230377,-26.9995916824836,0.00000166815891687639,0.0000103157613396032,6.2625255401895,"Down"
"PF3D7_1432000",-3.8057644054399,12.0026653015368,-1.47700403460245,0.201082786766979,0.213760510626193,-6.59356800434682,"Stable"
"PF3D7_1143200",-3.80611890300467,19.162983821108,-20.5490226971519,0.00000626237611253562,0.0000229915058486439,4.98251928616583,"Down"
"PF3D7_0410800",-3.8062103418707,18.2018816020807,-8.0359968560067,0.000539250452862488,0.000806881737602786,0.0512067658616138,"Down"
"PF3D7_1143100",-3.80727873971284,17.1657504672753,-11.9938093731838,0.000082896965979414,0.000155890123811914,2.1944785270993,"Down"
"PF3D7_1442100",-3.81306232875919,15.1290444807635,-36.1022120488168,0.000000406321920488692,0.00000549234335720412,7.45539369249648,"Down"
"PF3D7_0815800",-3.82002485709155,17.7933852154151,-18.7025092878959,0.00000986817887416128,0.0000301377329540186,4.51438002928277,"Down"
"PF3D7_1105800",-3.82395985809641,21.2776863157367,-37.8071668111208,0.000000324583330595418,0.000004969512668987,7.6253397604004,"Down"
"PF3D7_0411100",-3.82438793696458,9.64813052117354,-0.920015522442281,0.400738517765866,0.415572232831231,-7.20803419852422,"Stable"
"PF3D7_1406700",-3.82981558517687,19.7824206035475,-25.7785769002914,0.00000208822833457909,0.0000113512352157269,6.05501279560348,"Down"
"PF3D7_0727800",-3.83429730116872,17.3628254134606,-6.48178680732698,0.00142511122944684,0.00200241323211627,-1.0761648203748,"Down"
"PF3D7_0704800",-3.83876682787408,14.5734815187956,-6.72903863550049,0.00120594165126768,0.00171162879731757,-0.882190397885219,"Down"
"PF3D7_0714200",-3.83893078801437,12.9679124558101,-1.56793621129968,0.179077764872715,0.190925415593216,-6.4808357430409,"Stable"
"PF3D7_1307900",-3.84105059511851,14.5478242177921,-7.86894528334592,0.000593741068963666,0.000878312336785407,-0.0602273297402514,"Down"
"PF3D7_0312500",-3.84418007878968,18.1060076306025,-13.6603886163282,0.0000446178735858582,0.0000940383655090831,2.88703554558185,"Down"
"PF3D7_0527500",-3.85281380070204,21.27717754549,-37.2191502009881,0.000000350319976472337,0.0000051446183641623,7.56825518621982,"Down"
"PF3D7_0618600",-3.85510029364052,16.7804253018771,-12.8982565800487,0.0000586711715236461,0.000118426938438142,2.58229210444618,"Down"
"PF3D7_1437300",-3.85656049224391,17.6010587653995,-22.4632744157418,0.00000406982645053502,0.0000173356751187134,5.41397531079407,"Down"
"PF3D7_1410700",-3.86386260974891,20.0296650596031,-8.87853436810487,0.000340403882255556,0.000530261308457971,0.582569422617839,"Down"
"PF3D7_0403800",-3.86654765689287,12.8277189794936,-1.59081615462632,0.173923723907925,0.185539016541495,-6.4521121917641,"Stable"
"PF3D7_0613900",-3.86690986888148,18.4816113244153,-13.5602852952802,0.0000462127022965175,0.0000968392760436806,2.84808033469803,"Down"
"PF3D7_1223100",-3.87199325024653,21.137493246051,-28.2137524976125,0.00000134733678729442,0.00000930703212666678,6.45567929561968,"Down"
"PF3D7_1113400",-3.8744359402189,21.3885338608209,-44.0616484790446,0.000000154004945535922,0.00000416576864058434,8.14680722709987,"Down"
"PF3D7_1444800",-3.87906915960696,23.916417385117,-39.1922866101195,0.00000027242552868761,0.00000466360815399777,7.75382253051363,"Down"
"PF3D7_0927600",-3.87933511379468,17.9231432559126,-7.35709372877588,0.000806674711315243,0.00117516371944405,-0.415439791102354,"Down"
"PF3D7_1464600",-3.88263031588248,19.8936880292535,-20.4920809648945,0.0000063469511236737,0.0000231814110670699,4.96889047277324,"Down"
"PF3D7_1207000",-3.88501546646539,18.2477415473799,-10.1728697874604,0.000180361874846194,0.000298852569695104,1.31184740465605,"Down"
"PF3D7_1445700",-3.88700754124774,16.2821065955826,-4.31847230610278,0.00800176193949931,0.0104005770819616,-3.07511608981018,"Down"
"PF3D7_0709700",-3.88856604911752,17.8953074932586,-19.4315358474655,0.00000820493650513348,0.0000268243974431743,4.70587620639275,"Down"
"PF3D7_1353900",-3.892091298127,21.2658078478847,-46.2841620824592,0.00000012117291189101,0.00000416576864058434,8.30019483986643,"Down"
"PF3D7_0305700",-3.92130038488336,18.2024877164638,-31.9047500278593,0.000000741301754826914,0.0000069862069671914,6.9727044755735,"Down"
"PF3D7_0415000",-3.92147194476282,18.3844277006183,-25.3098259024157,0.00000228266149701156,0.0000118425258862053,5.97155546062245,"Down"
"PF3D7_1149200",-3.92539512392118,18.6104885520727,-6.3168833110249,0.00159770327937112,0.00223114852126903,-1.20897344219603,"Down"
"PF3D7_1446700",-3.92854972987511,18.6660935458206,-14.2986279807803,0.0000358680186026313,0.0000790746511808615,3.12823122211806,"Down"
"PF3D7_1014600",-3.92918527310132,17.6781424662964,-14.0550503671588,0.0000389403237460317,0.0000841166423980114,3.03761465482433,"Down"
"PF3D7_1205800",-3.93973995160594,17.9965109977739,-18.727452899982,0.00000980492349077336,0.0000300585280752497,4.52108424803463,"Down"
"PF3D7_1303200",-3.94106947932179,18.4289665411448,-27.2186942686765,0.00000160397243327213,0.0000102261620061593,6.29832064531324,"Down"
"PF3D7_1012500",-3.94109456535115,17.2175233610873,-11.0449921266613,0.000122451173848557,0.000213790592117183,1.75314934872913,"Down"
"PF3D7_1124300",-3.9418279158861,22.8263334645566,-33.1512375905328,0.000000615250317190962,0.000006431694716741,7.12652946569722,"Down"
"PF3D7_1409600",-3.94218217346863,18.3678976534698,-26.3060986826612,0.00000189273007354678,0.0000109071565314199,6.14637448804397,"Down"
"PF3D7_0512200",-3.95124517525262,14.852328233615,-10.3566622008956,0.00016581276390326,0.000276000953444093,1.40793466564438,"Down"
"PF3D7_1122100",-3.95470778516493,16.9455282685122,-5.36547684549316,0.00325159854421414,0.00440235014796576,-2.03406533201766,"Down"
"PF3D7_0318900",-3.95633995619375,19.1894376196826,-26.8344554488687,0.00000171858631676854,0.000010431818942785,6.23526450256282,"Down"
"PF3D7_0807500",-3.96588932717876,21.4761097505163,-29.5786250819345,0.00000107103647300304,0.00000819477906444763,6.65845218117249,"Down"
"PF3D7_0709400",-3.98048418908195,15.1405805684899,-7.71271322038593,0.000650736959784585,0.000958731394634085,-0.166400736550723,"Down"
"PF3D7_1454400",-3.98261356262047,23.948576831508,-49.5791024910445,0.0000000866673010677494,0.00000415318829590452,8.50274544026219,"Down"
"PF3D7_1021600",-3.98888556032068,16.3950273182965,-6.77730928889786,0.00116795802725295,0.00165901058317287,-0.845020894883378,"Down"
"PF3D7_0930300",-3.98916218738388,24.8824176148404,-43.8452818976873,0.000000157742913097407,0.00000416576864058434,8.13107754679007,"Down"
"PF3D7_1447900",-3.98950968458469,21.9316445596304,-36.9318293613705,0.000000363786948864798,0.0000052370969388643,7.53978672895669,"Down"
"PF3D7_0919700",-3.9928128642597,15.1718865633648,-6.68602912474645,0.00124102571548113,0.00175868313454563,-0.915498707505853,"Down"
"PF3D7_1333000",-4.00131921073816,18.0670666057922,-26.7867846085485,0.00000173348344862161,0.0000104872869100995,6.22734926250213,"Down"
"PF3D7_0935800",-4.01219134950374,21.5924113802369,-27.3810290011469,0.00000155832737428012,0.0000100986268632174,6.32456942166696,"Down"
"PF3D7_1108500",-4.01763404484297,16.6862546116001,-13.8816591483978,0.0000413209568928764,0.0000881094408687682,2.9720411414114,"Down"
"PF3D7_1027300",-4.02084562449736,22.5390173810168,-31.6144186947853,0.000000774994337930011,0.00000712759944126541,6.93547992750528,"Down"
"PF3D7_0904900",-4.02153256196508,19.2965840513542,-4.6746031965415,0.00579894211784935,0.00764654134439077,-2.70383809190542,"Down"
"PF3D7_1034000",-4.02565867412609,16.1370739600111,-6.36190244288423,0.00154823867015048,0.00216539371608604,-1.17243656882098,"Down"
"PF3D7_1451800",-4.02646286563188,22.0159372318539,-46.6558926512504,0.000000116540471742139,0.00000416576864058434,8.32446428913493,"Down"
"PF3D7_1018200",-4.03335468844253,17.9523969924917,-40.6337277104356,0.000000228488495828103,0.0000045231977523858,7.87917336807025,"Down"
"PF3D7_1236000",-4.03958935841946,15.7198560458349,-6.1919350927866,0.00174511214874163,0.00242398872834363,-1.31150172638385,"Down"
"PF3D7_0520700",-4.04014670704949,6.13186990468835,-1.04961284975921,0.343049199073023,0.357784989411211,-7.08014257134447,"Stable"
